County,Population,State,mergedkeycol,Low Access Numbers.Low Income People.1/2 Mile,Low Access Numbers.People.1/2 Mile,Percentage of Low Income People,Education.Bachelor's Degree or Higher,Education.High School or Higher,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,"Ethnicities.White Alone	 not Hispanic or Latino",Ethnicities.Asian Alone,Housing.Homeownership Rate,Housing.Median Value of Owner-Occupied Units,Income.Median Houseold Income,Miscellaneous.Foreign Born,Miscellaneous.Language Other than English at Home,Population.Population per Square Mile,Employment.Firms.Minority-Owned,Employment.Firms.Nonminority-Owned,Employment.Firms.Total,Percentage of Minority Businesses
caldwellcounty,9424,mo,caldwellcountymo,2833,7632,0.37120021,18.1,89.8,0.7,2.5,93.9,0.3,76.1,109300,49839,1.2,3,22.1,165,730,772,0.21373057
callawaycounty,44332,mo,callawaycountymo,11366,41322,0.27505929,23.1,86.2,4.7,2.2,90,0.8,72.5,157400,56938,1.7,2.1,53.1,116,2728,2953,0.039282086
camdencounty,44002,mo,camdencountymo,13227,41516,0.318600058,21.1,90.4,0.7,2.9,94,0.7,80.7,200800,53478,2.1,3.6,67.1,95,4189,4544,0.02090669
capegirardeaucounty,75674,mo,capegirardeaucountymo,21454,65345,0.328318923,31.5,91,7.9,2.5,85.5,1.9,65,160500,53732,2.8,3.7,130.8,484,6016,6894,0.070205976
carrollcounty,9295,mo,carrollcountymo,2451,7158,0.342414082,16.7,85.8,1.8,1.6,94.5,0.2,74.3,88200,50830,1.7,4.5,13.4,0,571,613,0
cartercounty,6265,mo,cartercountymo,2781,6265,0.443894653,15.5,84.8,0.5,2.9,93.4,0.2,77.4,101500,39530,0.2,0.4,12.3,0,501,524,0
casscounty,99478,mo,casscountymo,21414,86866,0.246517625,26.3,92.4,4.6,4.6,87.3,0.9,76.5,181000,69433,2,3.7,142.8,443,6321,7025,0.063060498
cedarcounty,13982,mo,cedarcountymo,5929,12344,0.480314323,13.6,87.7,0.5,2.5,94.2,0.4,70.7,98900,39365,1.4,2.5,29.5,28,1139,1255,0.022310757
charitoncounty,7831,mo,charitoncountymo,2069,6632,0.311972256,17.2,90.7,2.4,0.9,94.8,0.3,78.3,87900,46738,0.5,0.8,10.4,26,758,814,0.031941032
christiancounty,77422,mo,christiancountymo,19876,66310,0.299743628,28.6,92,0.9,3.1,92.9,0.7,74.2,169000,60645,2,3.6,137.6,327,6795,7334,0.044586856
clarkcounty,7139,mo,clarkcountymo,1905,5493,0.346805025,12.8,86.3,0.4,0.9,96.8,0.4,74.9,90000,48909,1.3,5.9,14.1,0,545,562,0
claycounty,221939,mo,claycountymo,37984,181713,0.209032926,33.2,93.3,7.3,7.1,80.1,2.5,68.7,174900,70510,5.1,7.3,558.6,2043,14983,17834,0.114556465
clintoncounty,20743,mo,clintoncountymo,4664,16946,0.275227192,21.6,92,1.4,2.3,93.3,0.5,76.4,159700,62701,1.4,1.5,49.5,45,1550,1643,0.027388923
colecounty,75990,mo,colecountymo,17007,66824,0.25450437,33.3,92.3,12.2,2.9,81.4,1.4,66.3,162300,60066,3.3,4.4,193,522,5593,6476,0.080605312
coopercounty,17601,mo,coopercountymo,4854,14592,0.332648026,22.1,88.7,7,2.1,87.7,0.7,72.6,132900,52735,1,2.8,31.2,38,965,1062,0.035781544
crawfordcounty,24696,mo,crawfordcountymo,9155,21189,0.432063807,11.5,77.9,0.5,2.1,95,0.3,71.4,124700,44438,1,1.8,33.3,72,1714,1826,0.039430449
dadecounty,7883,mo,dadecountymo,2851,6583,0.43308522,12.7,87.2,0.5,2.3,93.2,0.6,76.8,83500,40399,1.5,3.3,16.1,0,551,579,0
dallascounty,16777,mo,dallascountymo,6943,15249,0.455308545,12.9,83.4,0.4,2.2,94.2,0.4,76.1,115000,43542,1.6,5.5,31,26,1512,1570,0.01656051
daviesscounty,8433,mo,daviesscountymo,2240,6710,0.333830104,18.5,85,0.7,1.4,96,0.3,79.3,110400,51679,0.7,12.1,15,0,1009,1037,0
dekalbcounty,12892,mo,dekalbcountymo,3280,9986,0.328459844,13.8,87.3,11.8,2.9,83.4,0.4,69.1,120100,55918,0.9,1.3,30.6,0,995,1037,0
dentcounty,15657,mo,dentcountymo,6037,14134,0.427126079,15.3,83.2,0.7,1.9,93.8,0.8,73.5,102600,42100,1,2.2,20.8,0,1385,1470,0
douglascounty,13684,mo,douglascountymo,6647,12518,0.530995367,10.8,82.1,0.5,1.8,94.6,0.3,79.8,123100,37425,0.8,1.1,16.8,31,1109,1175,0.026382979
dunklincounty,31953,mo,dunklincountymo,12342,24083,0.512477681,13.8,76.3,10.6,7,79.5,0.9,62,76500,36380,3.1,7.6,59.1,366,1999,2592,0.141203704
franklincounty,101492,mo,franklincountymo,23380,82769,0.282472907,20.9,88.4,1,1.9,94.9,0.6,74.5,165700,57214,1.4,1.9,110,357,7777,8403,0.042484827
gasconadecounty,15222,mo,gasconadecountymo,3476,11924,0.291512915,19.2,87.8,0.6,1.6,95.8,0.4,78.4,134200,54885,1,1.7,29.4,31,1404,1479,0.020960108
gentrycounty,6738,mo,gentrycountymo,2181,5075,0.429753695,19.1,89.2,0.6,1.9,95.5,0.4,73.6,88200,47790,1.1,3.9,13.7,0,654,696,0
greenecounty,275174,mo,greenecountymo,75366,205408,0.366908786,30.5,91.8,3.5,3.9,87,2.3,56,146000,46086,3,5.1,407.5,1740,22251,25275,0.06884273
grundycounty,10261,mo,grundycountymo,3558,9249,0.384690237,17.1,86.5,1,2.4,93.8,1.1,68.2,98400,45594,2.7,7.9,23.6,32,603,679,0.04712813
harrisoncounty,8957,mo,harrisoncountymo,3413,7736,0.441184074,16.5,88.2,0.6,2.6,94.6,0.4,72.7,76000,42917,1.5,6.4,12.4,37,930,995,0.03718593
henrycounty,22272,mo,henrycountymo,7414,19136,0.387437291,15.9,87.8,1.2,2.6,93.3,0.4,72.2,110500,45795,1.7,3.4,32,73,2025,2213,0.032986896
hickorycounty,9627,mo,hickorycountymo,4257,9511,0.447587005,9,84.3,0.6,2,94.2,0.3,82.2,83400,34182,0.7,4.3,24.1,0,638,675,0
holtcounty,4912,mo,holtcountymo,1685,4382,0.384527613,19.7,91.1,0.5,1.6,95.1,0.4,76.2,88600,49524,0.6,1.2,10.6,28,447,492,0.056910569
howardcounty,10144,mo,howardcountymo,2910,7934,0.366775901,25.2,87.9,5.2,1.7,90.2,0.3,78.2,130100,52700,0.7,1.4,21.9,0,892,918,0
howellcounty,40400,mo,howellcountymo,16711,34913,0.478646922,18,87,0.6,2.2,94.1,0.7,68.4,112200,38357,1.2,2.1,43.6,159,3286,3645,0.043621399
ironcounty,10630,mo,ironcountymo,4524,9110,0.496597146,10.8,81.5,1.5,1.9,94.1,0.1,70.8,83600,37435,1.1,2.1,19.3,0,826,881,0
jacksoncounty,674158,mo,jacksoncountymo,153349,475290,0.322643018,31.6,90.6,23.7,9.2,62.2,2,58.2,147400,55134,6,9.4,1115.3,11727,42499,56661,0.206967756
jaspercounty,117404,mo,jaspercountymo,35359,93315,0.378920859,23.6,86.7,2.3,8.5,83.6,1.3,63.6,118400,48357,4.4,7.6,183.9,495,7636,8715,0.056798623
jeffersoncounty,218733,mo,jeffersoncountymo,49920,192396,0.259464854,20.4,89.1,1.2,2.1,94.1,0.8,79.4,161800,65454,1.9,3,333.1,544,15312,16196,0.03358854
johnsoncounty,52595,mo,johnsoncountymo,17272,48760,0.354224774,28.9,92.5,5,4.8,85.4,1.8,61,156500,55273,2.9,3.9,63.4,176,3116,3451,0.05099971
knoxcounty,4131,mo,knoxcountymo,1256,3298,0.380836871,17.2,86.9,0.6,1.4,95.5,0.4,82.6,75500,40000,0.9,6.8,8.2,0,460,478,0
lacledecounty,35571,mo,lacledecountymo,12439,30293,0.410622916,14.6,85.2,0.9,2.6,93.3,0.6,69.5,113900,47257,1,2.1,46.5,75,3062,3312,0.022644928
lafayettecounty,33381,mo,lafayettecountymo,8647,27226,0.317600823,20.3,90.6,2.2,3.1,91.7,0.5,70.8,143500,58766,1.4,2,53.1,71,2884,3019,0.023517721
lawrencecounty,38634,mo,lawrencecountymo,14541,33358,0.435907429,16,84.7,0.7,7.9,88.4,0.6,71.8,109600,44742,3.1,7.7,63.2,214,2753,3085,0.069367909
lewiscounty,10211,mo,lewiscountymo,3419,9944,0.343825422,13.6,88.5,3.2,1.9,92.5,0.4,76.1,87900,45988,0.8,2.3,20.2,0,577,672,0
lincolncounty,52566,mo,lincolncountymo,15223,47313,0.321750893,16.8,89.5,2,2.6,92.9,0.5,78.5,163300,64196,1.2,1.7,83.9,115,3948,4190,0.027446301
linncounty,12761,mo,linncountymo,3478,9892,0.35159725,16.9,89.4,0.9,2.8,94.2,0.3,72.9,87200,45930,0.9,1.8,20.7,0,1089,1141,0
livingstoncounty,15195,mo,livingstoncountymo,3727,11168,0.333721347,18.8,86.7,3.7,2,91.8,0.8,66.6,111500,46992,0.7,1.7,28.5,56,1066,1208,0.046357616
maconcounty,15566,mo,maconcountymo,5589,13034,0.428801596,16.3,88.2,2.5,1.8,93.1,0.6,74.6,97200,42746,1,3.2,19.4,0,1286,1406,0
madisoncounty,12226,mo,madisoncountymo,4876,10683,0.456426098,15.6,84.4,0.6,2.3,94.6,1.1,71.8,106100,43636,1.2,1.8,24.7,0,809,860,0
mariescounty,9176,mo,mariescountymo,3204,8505,0.376719577,15.8,86.5,0.7,1.5,95,0.4,74.9,133200,47569,1.6,5,17.4,0,532,547,0
marioncounty,28781,mo,marioncountymo,8363,20623,0.405518111,22.4,88,5,1.9,90,0.7,65.4,123400,48784,0.8,1.2,65.9,80,2177,2385,0.033542977
mcdonaldcounty,23083,mo,mcdonaldcountymo,10398,21332,0.487436715,11.5,77.6,2,11.4,76.8,1.6,68.6,110500,41643,7.9,13.6,42.8,116,1040,1259,0.092136616
mercercounty,3785,mo,mercercountymo,1434,3785,0.378863937,18.9,88.4,0.4,2.7,94.3,0.8,78.6,88900,47298,2.3,5.9,8.3,0,342,366,0
millercounty,24748,mo,millercountymo,7872,21204,0.371250707,19.4,87.3,0.8,2.1,94.5,0.4,74.2,136800,47171,1.1,2.5,41.8,45,2071,2175,0.020689655
mississippicounty,14358,mo,mississippicountymo,4051,8607,0.470663414,11.5,75.7,24.8,2.5,71,0.3,59.7,80200,35357,1.1,1.5,34.9,147,640,833,0.176470588
moniteaucounty,15607,mo,moniteaucountymo,3690,11391,0.323939953,20.5,85.4,4.1,5.3,88.5,0.4,77,124500,58010,0.9,9.6,37.6,28,973,1035,0.02705314
monroecounty,8840,mo,monroecountymo,2713,7763,0.349478294,12.4,89.3,2.9,1.7,92.5,0.4,74.5,105300,43966,0.6,5,13.6,0,609,654,0
montgomerycounty,12236,mo,montgomerycountymo,4159,10758,0.386596022,14,85.2,1.9,2.1,93.6,0.5,70,108100,46757,0.9,2.1,22.8,29,835,964,0.030082988
morgancounty,20565,mo,morgancountymo,9214,19005,0.484819784,13.3,78.1,0.9,2.4,93.8,0.5,80.7,125000,39003,0.6,9.1,34.4,34,1728,1806,0.018826135
newmadridcounty,18956,mo,newmadridcountymo,7996,15389,0.519591916,12.1,78.7,15.9,2.1,79.6,0.4,63.5,74500,38679,0.6,2.9,28.1,126,867,1055,0.11943128
newtoncounty,58114,mo,newtoncountymo,19218,49938,0.384837198,20,87.1,1,5.6,85.7,1.5,71.5,131300,50813,3.2,6,93,328,3215,3742,0.087653661
nodawaycounty,23370,mo,nodawaycountymo,10710,22250,0.481348315,28.6,92.3,3,1.8,92.4,1.5,57.8,126400,44232,2.4,3.5,26.6,43,1730,1866,0.023043944
oregoncounty,10881,mo,oregoncountymo,4374,8774,0.49851835,14.6,83.1,0.4,1.9,93.8,0.3,73.8,93600,33601,0.9,1.9,13.8,30,703,749,0.040053405
osagecounty,13878,mo,osagecountymo,3609,13285,0.271659767,18.9,89.9,0.4,0.9,97.4,0.2,84.6,151900,61687,0.1,1.5,23,0,1008,1053,0
ozarkcounty,9723,mo,ozarkcountymo,5011,9529,0.525868402,11,82.3,0.2,2,94.9,0.2,77.6,97600,31947,0.9,1.6,13.1,0,702,718,0
pemiscotcounty,18296,mo,pemiscotcountymo,6881,13103,0.525146913,12.7,77.8,26.1,2.8,68.5,0.5,54.1,82100,33859,0.9,3.4,37.1,192,904,1140,0.168421053
perrycounty,18971,mo,perrycountymo,5223,15674,0.333227,17.7,87.7,0.7,2.5,94.6,0.9,75,147700,55863,1.5,3.2,40,0,1522,1604,0
pettiscounty,42201,mo,pettiscountymo,14912,35844,0.416024997,18,86.5,3.4,8.8,84.5,0.9,68.8,119100,46157,6.9,11.3,61.9,104,3337,3669,0.028345598
phelpscounty,45156,mo,phelpscountymo,16417,38074,0.431186637,29.1,88.3,2.2,2.8,88.6,3.7,59.6,135000,44154,5.3,6.7,67.2,267,3185,3691,0.07233812
pikecounty,18516,mo,pikecountymo,6111,15475,0.394894992,15.6,84.2,7.8,2.3,87.9,0.4,71.7,97800,46385,0.5,3.1,27.6,48,1220,1365,0.035164835
plattecounty,89322,mo,plattecountymo,13175,75594,0.174286319,43.1,95.8,7.6,6.3,80.2,2.9,65.9,226500,80393,5.5,7.9,212.6,658,7383,8478,0.077612644
polkcounty,31137,mo,polkcountymo,10590,26729,0.396198885,19.9,88.4,1,2.5,93.4,0.9,69,132300,45660,1.1,3.7,49,98,3210,3369,0.02908875
pulaskicounty,52274,mo,pulaskicountymo,17479,48956,0.357034888,28.3,92.8,12.5,11.8,69.1,3,49.3,159200,53492,6.2,11.9,95.5,361,1754,2298,0.157093124
putnamcounty,4979,mo,putnamcountymo,1381,3832,0.360386221,19.3,90.5,0.3,2.5,95.3,0.5,77.2,96600,42849,0.6,4.4,9.6,0,353,368,0
rallscounty,10167,mo,rallscountymo,2680,9626,0.278412632,14.9,89.7,1.4,1.3,95.2,0.3,83.3,136200,55377,0.8,1,21.6,0,539,585,0
randolphcounty,25414,mo,randolphcountymo,8015,21748,0.368539636,15.1,86.9,5.6,2.2,88.8,0.8,71.5,105000,47740,1.3,2.3,52.7,84,1552,1749,0.048027444
raycounty,23494,mo,raycountymo,5927,21138,0.280395496,14.6,88.1,1.5,2.6,93.4,0.4,78.5,133700,61957,0.8,2.4,41.3,61,1676,1770,0.034463277
reynoldscounty,6696,mo,reynoldscountymo,2722,6366,0.42758404,13.7,79.8,1.2,1.7,93.2,0.2,78.7,96000,40324,0.4,1.1,8.3,0,586,615,0
ripleycounty,14100,mo,ripleycountymo,7160,13566,0.527790063,10.2,79.9,0.6,1.6,94.9,0.3,79,83800,34971,0.7,1.5,22.4,38,966,1028,0.036964981
salinecounty,23370,mo,salinecountymo,7198,18989,0.379061562,19.4,84,5.4,10.9,79.5,1,69.6,106600,44720,6.2,9.6,30.9,92,1332,1524,0.060367454
schuylercounty,4431,mo,schuylercountymo,1909,4431,0.430828255,12.6,87.6,0.1,1.7,96.4,0.3,69.3,71200,42694,0.9,3.5,14.4,0,290,300,0
scotlandcounty,4843,mo,scotlandcountymo,2048,4618,0.443482027,14.2,79.9,0.1,1.1,97.1,0.2,77.5,113000,50085,0.3,9.3,11.1,0,506,539,0
scottcounty,39191,mo,scottcountymo,12218,29199,0.418438988,16.3,85,12.1,2.4,83.1,0.5,66.7,109200,44139,1.2,2.7,93.3,258,2464,2882,0.089521166
shannoncounty,8441,mo,shannoncountymo,4096,7650,0.535424837,14.9,80,0.5,2,93.5,0.3,73.4,124900,34265,0.2,1.1,8.4,35,808,859,0.040745052
shelbycounty,6373,mo,shelbycountymo,2188,5435,0.402575897,18.1,90.7,0.9,2.2,95.1,0.2,73.8,72200,44083,0.9,3.6,12.7,0,610,637,0
st.charlescounty,360485,mo,st.charlescountymo,41075,291669,0.140827445,38.9,94.8,5.3,3.4,86.6,2.8,80.6,219100,84978,4,5.8,643.2,2246,25092,28383,0.079131875
st.claircounty,9805,mo,st.claircountymo,3591,9179,0.391219087,13.9,84.5,0.7,2.3,94.4,0.3,78.3,91900,38870,1.1,1.7,14.6,0,751,771,0
st.francoiscounty,65359,mo,st.francoiscountymo,21612,55465,0.389651131,14.3,84.8,4.6,1.7,91.6,0.5,68.5,121000,46466,1.1,1.7,144.6,82,4146,4373,0.018751429
st.louiscounty,998954,mo,st.louiscountymo,157081,700302,0.224304657,43.6,93.5,25,3,65.3,4.7,68.6,198800,67420,7.4,9.3,1967.2,19406,71842,94670,0.20498574
st.louiscity,319294,mo,st.louiscitymo,74307,155976,0.476400215,36.3,87.8,46.4,4,43.6,3.4,43.7,138700,43896,7.2,9.7,5157.5,11994,16498,30040,0.399267643
ste.genevievecounty,18145,mo,ste.genevievecountymo,5133,16743,0.306575882,19.7,89.4,0.9,1.3,95.6,0.3,80.1,166200,60129,0.9,2.2,36.4,0,1367,1435,0
stoddardcounty,29968,mo,stoddardcountymo,10068,23311,0.431899103,13.3,80.9,1.3,1.8,95.2,0.4,68,104200,41062,0.4,1.4,36.4,0,2317,2463,0
stonecounty,32202,mo,stonecountymo,10796,31077,0.34739518,18.6,87.2,0.4,2.4,94.6,0.4,81.7,172600,49656,1.9,2.1,69.4,55,2629,2815,0.019538188
sullivancounty,6714,mo,sullivancountymo,2137,5706,0.374518051,11.7,84.3,3.2,18.6,76.7,0.6,74.5,77000,46481,8.8,16.7,10.4,0,369,409,0
taneycounty,51675,mo,taneycountymo,20219,47446,0.42614762,19.9,88.9,1.8,6.2,88.2,1.2,61.7,139800,46031,4.1,5.6,81.7,268,5008,5560,0.048201439
texascounty,26008,mo,texascountymo,11546,23197,0.497736776,13.5,83.6,3.8,2.2,90.8,0.4,72.4,111700,35067,1.4,2.9,22.1,31,1718,1863,0.016639828
vernoncounty,21159,mo,vernoncountymo,8177,19266,0.424426451,18.9,88.3,1,2.3,93.6,0.7,71.7,98300,43276,1.1,3.9,25.6,0,1598,1707,0
warrencounty,32513,mo,warrencountymo,8230,28618,0.287581243,19.1,88.7,2.3,3.5,91.7,0.5,78.9,180000,60125,1.5,2.7,75.9,99,2348,2621,0.037771843
washingtoncounty,25195,mo,washingtoncountymo,12045,22958,0.524653715,9.9,76.9,2.5,1.5,94,0.3,79.4,94400,41483,0.3,1,33.2,0,1069,1126,0
waynecounty,13521,mo,waynecountymo,6633,13272,0.49977396,9.6,76.2,0.9,1.8,94.5,0.3,73.5,85100,34316,0.6,1.1,17.8,52,824,908,0.057268722
webstercounty,36202,mo,webstercountymo,13308,31690,0.4199432,16.8,86.1,1.2,2.2,94,0.4,75,136200,50560,0.9,6.5,61.1,70,2868,3074,0.022771633
worthcounty,2171,mo,worthcountymo,489,1549,0.31568754,20,89.8,0.9,1.8,95.9,0.2,76.4,63800,53580,1.2,1,8.1,0,266,275,0
wrightcounty,18815,mo,wrightcountymo,8470,15563,0.544239543,10.2,80.4,0.6,2.3,94.6,0.4,70,103600,34776,0.6,5.4,27.6,63,1555,1691,0.037256062
beaverheadcounty,9246,mt,beaverheadcountymt,2626,7581,0.346392297,35.4,95.1,0.4,5.5,89.5,0.5,67.8,215400,43201,2.3,5.1,1.7,0,1248,1353,0
bighorncounty,12865,mt,bighorncountymt,6008,10565,0.568670137,18.1,89.5,0.4,6.6,26.5,0.7,63.4,126100,49859,1,28.7,2.6,141,484,672,0.209821429
blainecounty,6491,mt,blainecountymt,2524,4519,0.558530648,22.9,89.9,0.4,3.7,43.8,0.2,58,94300,41279,0.7,7.6,1.5,132,269,431,0.306264501
broadwatercounty,5612,mt,broadwatercountymt,1279,4533,0.282153099,27.1,93.2,0.6,2.9,93.3,0.3,82.5,222200,60594,1,3.8,4.7,0,473,486,0
carboncounty,10078,mt,carboncountymt,1813,7883,0.229988583,30.4,94.2,0.6,2.4,94,0.3,76.4,247600,58707,1,3.4,4.9,34,1676,1780,0.019101124
cartercounty,1160,mt,cartercountymt,398,1160,0.343103448,20.2,92.5,0.2,1.1,95.8,0.1,72,110900,48000,0,1,0.3,0,148,152,0
cascadecounty,81327,mt,cascadecountymt,19301,58359,0.330728765,25.7,91.8,1.7,4.7,84.9,1,64.4,179900,49913,2.1,3,30.1,286,6635,7315,0.039097744
chouteaucounty,5813,mt,chouteaucountymt,1998,4314,0.463143255,28.3,92.6,0.2,2.9,76.8,0.4,63.8,143200,42298,1.9,2,1.5,0,376,403,0
custercounty,11699,mt,custercountymt,2297,8287,0.277181127,24.6,92,0.6,3.7,91.1,0.7,68.8,170400,52965,1,2.5,3.1,26,961,1058,0.024574669
danielscounty,1751,mt,danielscountymt,163,829,0.196622437,24,95.3,0.4,3.2,91.8,0.2,78.4,126500,57440,3,1.8,1.2,0,263,278,0
dawsoncounty,8966,mt,dawsoncountymt,2202,8361,0.263365626,22.2,93,0.5,3,92.2,0.6,68.3,160600,58596,1.7,1.2,3.8,32,609,694,0.04610951
deerlodgecounty,9298,mt,deerlodgecountymt,2903,7070,0.410608204,20.4,91.1,0.5,3.7,89.7,0.5,67.8,131300,41820,1.5,4.4,12.6,26,582,639,0.040688576
falloncounty,2890,mt,falloncountymt,429,1825,0.235068493,19,94.6,0.2,1.6,94.8,0.7,72,169800,64545,2.4,2.3,1.8,0,316,340,0
ferguscounty,11586,mt,ferguscountymt,3051,9375,0.32544,29.1,92.7,0.3,2.2,93.7,0.5,72.8,143000,50540,1.1,3.5,2.7,28,1411,1483,0.018880647
flatheadcounty,90928,mt,flatheadcountymt,19751,68916,0.286595275,31,94.7,0.3,3,92.6,0.8,74.1,273600,56182,2.5,3.4,17.9,472,11522,12364,0.038175348
gallatincounty,89513,mt,gallatincountymt,15314,60943,0.251283987,50.1,96.8,0.5,4,91.3,1.6,61.2,357100,66397,3.3,4.3,34.4,515,13729,14905,0.034552164
garfieldcounty,1206,mt,garfieldcountymt,288,861,0.334494774,14.3,97.3,0.4,0.7,97.5,0.1,73.1,124100,42000,0,0.2,0.3,0,135,140,0
glaciercounty,13399,mt,glaciercountymt,5022,9620,0.522037422,21.4,89.6,0.3,3.6,30.2,0.4,58.8,107700,36045,1.2,3.8,4.5,460,649,1162,0.395869191
goldenvalleycounty,884,mt,goldenvalleycountymt,357,884,0.403846154,22.7,92,0.9,4.9,88.9,0.6,76.9,106100,43875,2.1,4.7,0.8,0,111,118,0
granitecounty,3079,mt,granitecountymt,1056,3079,0.342968496,28.9,92.2,0.5,2.4,94,0.4,79.1,224000,49881,0.5,1.3,1.8,0,429,441,0
hillcounty,16096,mt,hillcountymt,5523,13935,0.396340151,25.4,90.7,0.6,4,68.3,0.5,61.8,143600,49321,1.1,2.4,5.6,208,993,1280,0.1625
jeffersoncounty,11406,mt,jeffersoncountymt,2594,10960,0.236678832,35,94.3,0.4,2.9,92.3,0.5,84.3,282700,69646,1.1,1.3,6.9,41,924,1011,0.040553907
judithbasincounty,2072,mt,judithbasincountymt,599,1659,0.36106088,26.6,94.4,0.1,1.9,95.8,0.4,75.7,138200,43661,0.2,1.9,1.1,0,189,197,0
lakecounty,28746,mt,lakecountymt,8412,22660,0.371226831,29.6,91.8,0.5,4.8,65,0.5,72,253100,48829,1.9,4.8,19.3,403,2512,3074,0.131099545
lewisandclarkcounty,63395,mt,lewisandclarkcountymt,11816,49569,0.238374791,40.1,95.6,0.5,3.4,91,0.7,69.4,243000,65791,1.2,2.7,18.3,351,6261,6954,0.050474547
libertycounty,2339,mt,libertycountymt,814,2339,0.348011971,15.2,70.2,0.5,0.8,95.6,0.2,63,101100,44875,0.6,24,1.6,0,110,124,0
lincolncounty,19687,mt,lincolncountymt,6621,15856,0.417570636,19.6,89.6,0.4,3.3,92.3,0.4,80.3,198200,40140,3.5,5.3,5.4,48,1897,2090,0.022966507
madisoncounty,7691,mt,madisoncountymt,2174,7011,0.310084153,31.2,95.4,0.4,4.4,92.5,0.6,77,276500,54107,3.7,4.2,2.1,25,1368,1438,0.017385257
mcconecounty,1734,mt,mcconecountymt,357,1161,0.30749354,17.2,92.5,0.7,1.8,93.9,0.4,80.8,114800,49701,1.2,6.9,0.7,0,232,240,0
meaghercounty,1891,mt,meaghercountymt,776,1891,0.410364886,29.3,95.2,0.5,1.8,95.3,0.4,72.5,154100,46607,3.3,2.7,0.8,0,156,176,0
mineralcounty,4223,mt,mineralcountymt,1445,3446,0.419326756,16.1,88.9,0.5,3.1,91.5,0.7,74,169200,41705,1.7,1.4,3.5,0,367,390,0
missoulacounty,109299,mt,missoulacountymt,21602,75174,0.287359991,43,95.6,0.5,3.4,89.1,1.8,58.9,284000,54062,3,5,42.1,448,11991,13218,0.033893176
musselshellcounty,4538,mt,musselshellcountymt,1136,2845,0.399297012,16.3,91.5,0.8,3.7,89.7,1.8,72,172700,43274,1.8,4,2.4,0,405,435,0
parkcounty,15636,mt,parkcountymt,3719,12751,0.291663399,31.5,94.5,0.4,3.3,93,0.4,68.5,271300,53068,2.6,2.4,5.6,53,2526,2663,0.019902366
petroleumcounty,494,mt,petroleumcountymt,146,494,0.295546559,32.6,98.9,2.6,2.3,94.3,0.8,74.5,181300,51250,4.4,2.1,0.3,0,60,63,0
phillipscounty,4253,mt,phillipscountymt,1129,2854,0.395585144,17.2,90.9,0.3,3.8,82.7,0.3,77.1,129200,46212,1.3,2.1,0.8,37,467,529,0.069943289
ponderacounty,6153,mt,ponderacountymt,1714,4151,0.412912551,24,93,0.4,2.2,80.5,0.7,74.6,131900,51151,1.3,4.7,3.8,79,572,680,0.116176471
powderrivercounty,1743,mt,powderrivercountymt,443,1273,0.347996858,24.4,94.1,0.1,2.3,92.7,0.1,74.6,142600,54427,1.2,1.5,0.5,0,242,245,0
powellcounty,7027,mt,powellcountymt,1001,5111,0.195852084,20.4,89.4,1.2,2.9,88.6,0.4,67.1,143100,54667,0.6,3.3,3,0,590,667,0
prairiecounty,1179,mt,prairiecountymt,410,1179,0.347752332,22.2,88,0.4,4.7,89,0.8,84,112900,43625,4.3,4.3,0.7,0,95,104,0
ravallicounty,40212,mt,ravallicountymt,11686,34335,0.34035241,27.8,91.6,0.4,3.7,92.6,0.7,76.3,279300,53054,2,3.5,16.8,244,5093,5449,0.044778859
richlandcounty,9746,mt,richlandcountymt,1805,8100,0.222839506,18.9,92.3,0.5,5.5,88.9,0.5,66,230100,67205,2.1,5.3,4.7,27,1135,1256,0.021496815
rooseveltcounty,10425,mt,rooseveltcountymt,3311,7310,0.452941176,17.4,87.5,0.4,4.1,33.3,0.6,62.9,112400,43194,1.4,4.7,4.4,162,505,709,0.228490832
rosebudcounty,9233,mt,rosebudcountymt,2358,6303,0.374107568,17.8,90,0.4,5.4,54.2,1,69.2,114900,57992,1.8,9.8,1.8,103,527,692,0.148843931
sanderscounty,11413,mt,sanderscountymt,4527,9720,0.465740741,17.9,88.8,0.3,3.3,89.8,0.5,77.6,228200,40823,1.9,3.6,4.1,42,1059,1152,0.036458333
sheridancounty,3384,mt,sheridancountymt,716,2282,0.31375986,23.9,91.9,0.6,4.2,90.3,0.5,78.8,127500,55521,2.1,1.4,2,0,572,605,0
silverbowcounty,34200,mt,silverbowcountymt,5807,20199,0.28748948,27.2,92.5,0.7,4.7,90.2,0.7,68.9,149800,45718,2.8,3.2,47.6,177,2703,3068,0.057692308
stillwatercounty,9117,mt,stillwatercountymt,1329,6970,0.190674319,25,94,0.3,4.3,92.4,0.6,80.7,255500,64645,1,3.5,5.1,65,1176,1303,0.049884881
sweetgrasscounty,3651,mt,sweetgrasscountymt,560,2250,0.248888889,25.4,94.6,0.4,2.9,92.7,0.6,72.3,255100,49886,0.9,1.3,2,0,416,430,0
tetoncounty,6073,mt,tetoncountymt,1627,4913,0.331162223,24.9,92,0.3,1.7,93.2,0.9,69.9,172700,55000,1.3,2.5,2.7,30,637,734,0.040871935
toolecounty,5324,mt,toolecountymt,1179,3697,0.318907222,15.2,88.8,1,4.4,86.1,0.8,59.4,137900,50721,3.4,8.1,2.8,0,539,574,0
